DOI,Classification,Triage decision,Document Type,Bibliography row,Classification method,Review needed,Low confidence,Fallback used,Fallback basis,Review reason,Evidence,Primary topic reason,Classifier version
10.1021/acs.cgd.8b00196,Crystal engineering,Y,Article,7304,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Crystal engineering / Functional materials; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Crystal engineering [abstract; network topology and assembly]: interpenetrated, topology | Functional materials [abstract; adsorption, storage, and separation]: adsorb",Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.8b00225,Functional materials,N,Article,7305,topic rules,True,True,False,,Structural construction and application contributions overlap,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermally | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; electronic, magnetic, and mechanical function]: proton conductivity, magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetism, proton conduction, magnetic | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.8b00349,Chemical synthesis,Y,Article,7306,topic rules,True,True,False,,Multiple substantial topics in title: Chemical synthesis / Functional materials,"Chemical synthesis [title; synthetic routes]: room temperature synthesis | Chemical synthesis [abstract; synthetic routes]: room temperature synthesis | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: sorption | Functional materials [abstract; adsorption, storage, and separation]: separation, sorption | Functional materials [abstract; sensing and optical function]: sensing | Chemical synthesis [primary contribution rule; +30]: Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.","Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.",4.0.0
10.1021/acs.cgd.8b00385,Chemical synthesis,N,Article,7307,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Chemical synthesis / Theory & modeling; Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; generic synthesis report (weak)]: syntheses,Phrase-group evidence favors Chemical synthesis; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.8b00439,Crystal engineering,Y,Article,7308,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [abstract; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: interpenetration | Crystal engineering [abstract; crystal packing and structural design]: crystal structures | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.8b00442,Chemical synthesis,N,Article,7309,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Chemical synthesis / Theory & modeling; Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; molecular reaction development]: cycloaddition | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis,Phrase-group evidence favors Chemical synthesis; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.8b00528,Chemical synthesis,N,Article,7310,topic rules,False,False,False,,,"Chemical synthesis [title; synthetic routes]: mechanochemical | Chemical synthesis [abstract; synthetic routes]: mechanochemical | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; catalytic and environmental performance]: heterogeneous catalyst | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Chemical synthesis [primary contribution rule; +30]: Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.","Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.",4.0.0
10.1021/acs.cgd.8b00575,Functional materials,Y,Article,7311,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: sensing | Functional materials [abstract; sensing and optical function]: luminescence, photoluminescence, chemosensor | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.8b00590,Crystal engineering,N,Article,7312,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic, magnetization | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.8b00664,Functional materials,Y,Article,7313,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Functional materials [title; adsorption, storage, and separation]: sorption | Functional materials [abstract; adsorption, storage, and separation]: sorption, adsorptions",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
