doi,article_trial_or_failure,article_trial_or_failure_notes,mof_description,mof_name,modification_notes,rationale,based_on_success_index,varied_classes,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,metel_concnertation,M_L_ratio,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,metal_cluster_connectivity_classified,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error,crystal_code,additional_original_article_trial_or_failure,additional_trial_flag_source
10.1039/c6qi00441e,yes,Attempt with CoCl2 yielded cobalt oxide (no MOF).,a cobalt metal-organic framework built by organic linker terephthalic acid,"Fe(BDC)(DMF,F)","Metal substitution screen using the same solvothermal recipe (DMF, HF 0.8 mL 5 M, 150 °C, 3 d) as Fe(BDC)(DMF,F): replacing FeCl2·4H2O (4 mmol) with CoCl2·6H2O (4 mmol) produced cobalt oxide by XRD, not a MOF (article: “sample synthesized with CoCl2 turned out to be cobalt oxide”).","Negative data cover the monometal Co attempt under the Fe(BDC)(DMF,F) solvothermal recipe, which yielded cobalt oxide rather than any MOF; other M-only trials (Mn- and Ni-based) formed their own MOFs and are successes.",1,metal_1,CoCl2·6H2O,CoCl2·6H2O,4.0 mmol,4,mmol,,,,,,,,,,,terephthalic acid,BDC,"4 mmol, 0.67 g",4,mmol,,,,,,,,,,,hydrofluoric acid,HF,"0.8 mL, 5 M",0.8,mL,,,,,,dimethylformamide,DMF,40 mL total (20 mL for each solution),40,,,,,100,1,150,150 °C,72,3 days,Teflon-lined autoclave,ultrasonicated 10 min; static during solvothermal step,"DMF, methanol, water",,dried at 60 °C in a vacuum oven,60,,,,,,,,,,,,,,,10.1039/c6qi00441e,ok,,,,
10.1002/chem.201101239,yes,Zn/Co ratios other than 2:1 yielded other compounds; only 2:1 gave CoZnPC-2.,"a zinc metal-organic framework with trinuclear Co/Zn cluster 6-connected SBU built by organic linker 5-phosphonobenzene-1,3-dicarboxylic acid",CoZnPC-2,Article states only Zn/Co=2:1 yields CoZnPC-2; other ratios give other (unidentified) compounds (Figure S6). This plan tests Zn:Co=8:1 within the reported 8:1–1:2 span. Metal amounts computed by fixing total metal at the base 0.30 mmol (Zn+Co) to realize 8:1; other conditions unchanged.,"Negative conditions are from CoZnPC-2 synthesis: Zn/Co ratios other than 2:1 yielded other, unidentified compounds. We represent several specific off-ratio Zn:Co points near the reported 8:1–1:2 span against the successful CoZnPC-2 recipe.",3,metal_1;metal_2,Zn(CH3COO)2·2H2O,,0.267 mmol,0.267,mmol,Co(CH3COO)2·4H2O,,0.033 mmol,0.033,mmol,,,,,,"5-phosphonobenzene-1,3-dicarboxylic acid",H4pbdc,"0.051 g, 0.21 mmol",0.21,mmol,,,,,,,,,,,triethylamine,,"0.082 g, 0.82 mmol",0.82,mmol,,,,,,water,H2O,5 mL,5,isopropanol,iPrOH,5 mL,5,53,1.27,140,140 °C,72,3 d,Teflon-lined stainless steel autoclave (15 mL),metal solution pre-heated at 50 °C for 30 min; layered; static during solvothermal,,,383 K (?110 °C) under vacuum for 3 h,110,3,blue crystals,24,,,trinuclear Co/Zn cluster 6-connected SBU,trinuclear cluster SBU,"a=25.298(9), b=26.156(10), c=23.552(9) Å, Fdd2",,,not_reported,not_reported,,Friedel–Crafts benzylation,10.1002/chem.201101239,ok,,,,
10.1002/chem.201101239,yes,Zn/Co ratios other than 2:1 yielded other compounds; only 2:1 gave CoZnPC-2.,"a zinc metal-organic framework with trinuclear Co/Zn cluster 6-connected SBU built by organic linker 5-phosphonobenzene-1,3-dicarboxylic acid",CoZnPC-2,"Deviating from Zn/Co=2:1 led to other compounds (not CoZnPC-2). This plan tests Zn:Co=1:2, the low-Zn end of the reported span. Amounts computed at total metal 0.30 mmol: Zn 0.100 mmol, Co 0.200 mmol; other conditions unchanged.","Negative conditions are from CoZnPC-2 synthesis: Zn/Co ratios other than 2:1 yielded other, unidentified compounds. We represent several specific off-ratio Zn:Co points near the reported 8:1–1:2 span against the successful CoZnPC-2 recipe.",3,metal_1;metal_2,Zn(CH3COO)2·2H2O,,0.1 mmol,0.1,mmol,Co(CH3COO)2·4H2O,,0.2 mmol,0.2,mmol,,,,,,"5-phosphonobenzene-1,3-dicarboxylic acid",H4pbdc,"0.051 g, 0.21 mmol",0.21,mmol,,,,,,,,,,,triethylamine,,"0.082 g, 0.82 mmol",0.82,mmol,,,,,,water,H2O,5 mL,5,isopropanol,iPrOH,5 mL,5,20,0.48,140,140 °C,72,3 d,Teflon-lined stainless steel autoclave (15 mL),metal solution pre-heated at 50 °C for 30 min; layered; static during solvothermal,,,383 K (?110 °C) under vacuum for 3 h,110,3,blue crystals,24,,,trinuclear Co/Zn cluster 6-connected SBU,trinuclear cluster SBU,"a=25.298(9), b=26.156(10), c=23.552(9) Å, Fdd2",,,not_reported,not_reported,,Friedel–Crafts benzylation,10.1002/chem.201101239,ok,,,,
10.1002/chem.201101239,yes,Zn/Co ratios other than 2:1 yielded other compounds; only 2:1 gave CoZnPC-2.,"a zinc metal-organic framework with trinuclear Co/Zn cluster 6-connected SBU built by organic linker 5-phosphonobenzene-1,3-dicarboxylic acid",CoZnPC-2,"Only Zn/Co=2:1 afforded CoZnPC-2; other ratios gave other compounds (unidentified). This plan tests Zn:Co=4:1, within the same screen. Amounts computed with total metal fixed at 0.30 mmol (base): Zn 0.24 mmol, Co 0.06 mmol; rest per successful CoZnPC-2.","Negative conditions are from CoZnPC-2 synthesis: Zn/Co ratios other than 2:1 yielded other, unidentified compounds. We represent several specific off-ratio Zn:Co points near the reported 8:1–1:2 span against the successful CoZnPC-2 recipe.",3,metal_1;metal_2,Zn(CH3COO)2·2H2O,,0.24 mmol,0.24,mmol,Co(CH3COO)2·4H2O,,0.06 mmol,0.06,mmol,,,,,,"5-phosphonobenzene-1,3-dicarboxylic acid",H4pbdc,"0.051 g, 0.21 mmol",0.21,mmol,,,,,,,,,,,triethylamine,,"0.082 g, 0.82 mmol",0.82,mmol,,,,,,water,H2O,5 mL,5,isopropanol,iPrOH,5 mL,5,48,1.14,140,140 °C,72,3 d,Teflon-lined stainless steel autoclave (15 mL),metal solution pre-heated at 50 °C for 30 min; layered; static during solvothermal,,,383 K (?110 °C) under vacuum for 3 h,110,3,blue crystals,24,,,trinuclear Co/Zn cluster 6-connected SBU,trinuclear cluster SBU,"a=25.298(9), b=26.156(10), c=23.552(9) Å, Fdd2",,,not_reported,not_reported,,Friedel–Crafts benzylation,10.1002/chem.201101239,ok,,,,
10.1002/chem.201101239,yes,Zn/Co ratios other than 2:1 yielded other compounds; only 2:1 gave CoZnPC-2.,"a zinc metal-organic framework with trinuclear Co/Zn cluster 6-connected SBU built by organic linker 5-phosphonobenzene-1,3-dicarboxylic acid",CoZnPC-2,"Only Zn/Co=2:1 yielded CoZnPC-2; deviations formed other compounds. This plan tests Zn:Co=3:1. Amounts computed at constant total metal 0.30 mmol: Zn 0.225 mmol, Co 0.075 mmol. All other parameters unchanged from the base.","Negative conditions are from CoZnPC-2 synthesis: Zn/Co ratios other than 2:1 yielded other, unidentified compounds. We represent several specific off-ratio Zn:Co points near the reported 8:1–1:2 span against the successful CoZnPC-2 recipe.",3,metal_1;metal_2,Zn(CH3COO)2·2H2O,,0.225 mmol,0.225,mmol,Co(CH3COO)2·4H2O,,0.075 mmol,0.075,mmol,,,,,,"5-phosphonobenzene-1,3-dicarboxylic acid",H4pbdc,"0.051 g, 0.21 mmol",0.21,mmol,,,,,,,,,,,triethylamine,,"0.082 g, 0.82 mmol",0.82,mmol,,,,,,water,H2O,5 mL,5,isopropanol,iPrOH,5 mL,5,45,1.07,140,140 °C,72,3 d,Teflon-lined stainless steel autoclave (15 mL),metal solution pre-heated at 50 °C for 30 min; layered; static during solvothermal,,,383 K (?110 °C) under vacuum for 3 h,110,3,blue crystals,24,,,trinuclear Co/Zn cluster 6-connected SBU,trinuclear cluster SBU,"a=25.298(9), b=26.156(10), c=23.552(9) Å, Fdd2",,,not_reported,not_reported,,Friedel–Crafts benzylation,10.1002/chem.201101239,ok,,,,
10.1002/chem.201101239,yes,Zn/Co ratios other than 2:1 yielded other compounds; only 2:1 gave CoZnPC-2.,"a zinc metal-organic framework with trinuclear Co/Zn cluster 6-connected SBU built by organic linker 5-phosphonobenzene-1,3-dicarboxylic acid",CoZnPC-2,"Only a 2:1 Zn/Co ratio produced CoZnPC-2; other ratios afforded other (unidentified) compounds. This plan tests Zn:Co=1:1. Amounts computed with total metal 0.30 mmol: Zn 0.150 mmol, Co 0.150 mmol; otherwise as in the successful recipe.","Negative conditions are from CoZnPC-2 synthesis: Zn/Co ratios other than 2:1 yielded other, unidentified compounds. We represent several specific off-ratio Zn:Co points near the reported 8:1–1:2 span against the successful CoZnPC-2 recipe.",3,metal_1;metal_2,Zn(CH3COO)2·2H2O,,0.15 mmol,0.15,mmol,Co(CH3COO)2·4H2O,,0.15 mmol,0.15,mmol,,,,,,"5-phosphonobenzene-1,3-dicarboxylic acid",H4pbdc,"0.051 g, 0.21 mmol",0.21,mmol,,,,,,,,,,,triethylamine,,"0.082 g, 0.82 mmol",0.82,mmol,,,,,,water,H2O,5 mL,5,isopropanol,iPrOH,5 mL,5,30,0.71,140,140 °C,72,3 d,Teflon-lined stainless steel autoclave (15 mL),metal solution pre-heated at 50 °C for 30 min; layered; static during solvothermal,,,383 K (?110 °C) under vacuum for 3 h,110,3,blue crystals,24,,,trinuclear Co/Zn cluster 6-connected SBU,trinuclear cluster SBU,"a=25.298(9), b=26.156(10), c=23.552(9) Å, Fdd2",,,not_reported,not_reported,,Friedel–Crafts benzylation,10.1002/chem.201101239,ok,,,,
10.1002/chem.201101239,yes,Zn/Co ratios other than 2:1 yielded other compounds; only 2:1 gave CoZnPC-2.,"a zinc metal-organic framework with Zn3(CO2)4(PO3)2 6-connected SBU built by organic linker 5-phosphonobenzene-1,3-dicarboxylic acid",Hpd@ZnPC-2,"Modulator swap back to triethylamine yields ZnPC-2, not Hpd@ZnPC-2 (text/Experimental: “By replacing triethylamine by pyrrolidine, the product of Hpd@ZnPC-2 was obtained”). Treat TEA as negative for Hpd@ZnPC-2.","Negative conditions focus on modulators and metal ratios: pyrrolidine yields Hpd@ZnPC-2 instead of ZnPC-2; triethylamine yields ZnPC-2 instead of Hpd@ZnPC-2; for CoZnPC-2 only Zn/Co 2:1 works, other ratios form other compounds. Targets: ZnPC-2, Hpd@ZnPC-2, CoZnPC-2.",2,modulator_1,Zn(CH3COO)2·2H2O,,"0.101 g, 0.46 mmol",0.46,mmol,,,,,,,,,,,"5-phosphonobenzene-1,3-dicarboxylic acid",H4pbdc,"0.075 g, 0.31 mmol",0.31,mmol,,,,,,,,,,,triethylamine,,1.21 mmol,1.21,mmol,,,,,,water,H2O,5 mL,5,isopropanol,iPrOH,5 mL,5,92,1.48,140,140 °C,48,2 d,Teflon-lined stainless steel autoclave (15 mL),stirred before heating; static during solvothermal step,,,383 K (≈110 °C) under vacuum for 3 h,110,3,,61,,,Zn3(CO2)4(PO3)2 6-connected SBU,trinuclear cluster SBU,"a=18.450(4), b=18.450(4), c=23.201(7) Å, I-42d",5,,not_reported,not_reported,,Friedel–Crafts benzylation,10.1002/chem.201101239,ok,,,,
10.1002/chem.201101239,yes,Zn/Co ratios other than 2:1 yielded other compounds; only 2:1 gave CoZnPC-2.,"a zinc metal-organic framework with Zn3(CO2)4(PO3)2 6-connected SBU built by organic linker 5-phosphonobenzene-1,3-dicarboxylic acid",ZnPC-2,"Modulator swap: replacing triethylamine with pyrrolidine gives Hpd@ZnPC-2 instead of ZnPC-2 (text/Experimental: “By replacing triethylamine by pyrrolidine, the product of Hpd@ZnPC-2 was obtained”).","Negative conditions focus on modulators and metal ratios: pyrrolidine yields Hpd@ZnPC-2 instead of ZnPC-2; triethylamine yields ZnPC-2 instead of Hpd@ZnPC-2; for CoZnPC-2 only Zn/Co 2:1 works, other ratios form other compounds. Targets: ZnPC-2, Hpd@ZnPC-2, CoZnPC-2.",1,modulator_1,Zn(CH3COO)2·2H2O,,"0.101 g, 0.46 mmol",0.46,mmol,,,,,,,,,,,"5-phosphonobenzene-1,3-dicarboxylic acid",H4pbdc,"0.075 g, 0.31 mmol",0.31,mmol,,,,,,,,,,,pyrrolidine,Hpd,,,,,,,,,water,H2O,5 mL,5,isopropanol,iPrOH,5 mL,5,92,1.48,140,140 °C,48,2 d,Teflon-lined stainless steel autoclave (15 mL),stirred before heating; static during solvothermal step,,,383 K (≈110 °C) under vacuum for 3 h,110,3,rodlike crystals,56,,,Zn3(CO2)4(PO3)2 6-connected SBU,trinuclear cluster SBU,"a=18.310(6), b=18.310(6), c=23.222(11) Å, I-42d",6,,not_reported,not_reported,,Friedel–Crafts benzylation,10.1002/chem.201101239,ok,,,,
10.1002/chem.201101239,yes,Zn/Co ratios other than 2:1 yielded other compounds; only 2:1 gave CoZnPC-2.,"a zinc metal-organic framework with trinuclear Co/Zn cluster 6-connected SBU built by organic linker 5-phosphonobenzene-1,3-dicarboxylic acid",CoZnPC-2,Only Zn/Co=2:1 afforded CoZnPC-2; varying Zn/Co from 8:1 to 1:2 formed other compounds (text: “Blue crystals ... when the ratio was set to 2:1. Lowering or increasing ... will lead to the formation of other compounds” Fig. S6). Below vary only Zn amount; Co kept at 0.10 mmol.,"Negative conditions focus on modulators and metal ratios: pyrrolidine yields Hpd@ZnPC-2 instead of ZnPC-2; triethylamine yields ZnPC-2 instead of Hpd@ZnPC-2; for CoZnPC-2 only Zn/Co 2:1 works, other ratios form other compounds. Targets: ZnPC-2, Hpd@ZnPC-2, CoZnPC-2.",3,metal_1,Zn(CH3COO)2·2H2O,,0.8 mmol,0.8,mmol,Co(CH3COO)2·4H2O,,"0.025 g, 0.10 mmol",0.1,mmol,,,,,,"5-phosphonobenzene-1,3-dicarboxylic acid",H4pbdc,"0.051 g, 0.21 mmol",0.21,mmol,,,,,,,,,,,triethylamine,,"0.082 g, 0.82 mmol",0.82,mmol,,,,,,water,H2O,5 mL,5,isopropanol,iPrOH,5 mL,5,160,3.81,140,140 °C,72,3 d,Teflon-lined stainless steel autoclave (15 mL),metal solution pre-heated at 50 °C for 30 min; layered; static during solvothermal,,,383 K (≈110 °C) under vacuum for 3 h,110,3,blue crystals,24,,,trinuclear Co/Zn cluster 6-connected SBU,trinuclear cluster SBU,"a=25.298(9), b=26.156(10), c=23.552(9) Å, Fdd2",,,not_reported,not_reported,,Friedel–Crafts benzylation,10.1002/chem.201101239,ok,,,,
10.1002/chem.201101239,yes,Zn/Co ratios other than 2:1 yielded other compounds; only 2:1 gave CoZnPC-2.,"a zinc metal-organic framework with trinuclear Co/Zn cluster 6-connected SBU built by organic linker 5-phosphonobenzene-1,3-dicarboxylic acid",CoZnPC-2,Only Zn/Co=2:1 afforded CoZnPC-2; varying Zn/Co from 8:1 to 1:2 formed other compounds (text: “Blue crystals ... when the ratio was set to 2:1. Lowering or increasing ... will lead to the formation of other compounds” Fig. S6). Below vary only Zn amount; Co kept at 0.10 mmol.,"Negative conditions focus on modulators and metal ratios: pyrrolidine yields Hpd@ZnPC-2 instead of ZnPC-2; triethylamine yields ZnPC-2 instead of Hpd@ZnPC-2; for CoZnPC-2 only Zn/Co 2:1 works, other ratios form other compounds. Targets: ZnPC-2, Hpd@ZnPC-2, CoZnPC-2.",3,metal_1,Zn(CH3COO)2·2H2O,,0.4 mmol,0.4,mmol,Co(CH3COO)2·4H2O,,"0.025 g, 0.10 mmol",0.1,mmol,,,,,,"5-phosphonobenzene-1,3-dicarboxylic acid",H4pbdc,"0.051 g, 0.21 mmol",0.21,mmol,,,,,,,,,,,triethylamine,,"0.082 g, 0.82 mmol",0.82,mmol,,,,,,water,H2O,5 mL,5,isopropanol,iPrOH,5 mL,5,80,1.9,140,140 °C,72,3 d,Teflon-lined stainless steel autoclave (15 mL),metal solution pre-heated at 50 °C for 30 min; layered; static during solvothermal,,,383 K (≈110 °C) under vacuum for 3 h,110,3,blue crystals,24,,,trinuclear Co/Zn cluster 6-connected SBU,trinuclear cluster SBU,"a=25.298(9), b=26.156(10), c=23.552(9) Å, Fdd2",,,not_reported,not_reported,,Friedel–Crafts benzylation,10.1002/chem.201101239,ok,,,,
10.1002/chem.201101239,yes,Zn/Co ratios other than 2:1 yielded other compounds; only 2:1 gave CoZnPC-2.,"a zinc metal-organic framework with trinuclear Co/Zn cluster 6-connected SBU built by organic linker 5-phosphonobenzene-1,3-dicarboxylic acid",CoZnPC-2,Only Zn/Co=2:1 afforded CoZnPC-2; varying Zn/Co from 8:1 to 1:2 formed other compounds (text: “Blue crystals ... when the ratio was set to 2:1. Lowering or increasing ... will lead to the formation of other compounds” Fig. S6). Below vary only Zn amount; Co kept at 0.10 mmol.,"Negative conditions focus on modulators and metal ratios: pyrrolidine yields Hpd@ZnPC-2 instead of ZnPC-2; triethylamine yields ZnPC-2 instead of Hpd@ZnPC-2; for CoZnPC-2 only Zn/Co 2:1 works, other ratios form other compounds. Targets: ZnPC-2, Hpd@ZnPC-2, CoZnPC-2.",3,metal_1,Zn(CH3COO)2·2H2O,,0.05 mmol,0.05,mmol,Co(CH3COO)2·4H2O,,"0.025 g, 0.10 mmol",0.1,mmol,,,,,,"5-phosphonobenzene-1,3-dicarboxylic acid",H4pbdc,"0.051 g, 0.21 mmol",0.21,mmol,,,,,,,,,,,triethylamine,,"0.082 g, 0.82 mmol",0.82,mmol,,,,,,water,H2O,5 mL,5,isopropanol,iPrOH,5 mL,5,10,0.24,140,140 °C,72,3 d,Teflon-lined stainless steel autoclave (15 mL),metal solution pre-heated at 50 °C for 30 min; layered; static during solvothermal,,,383 K (≈110 °C) under vacuum for 3 h,110,3,blue crystals,24,,,trinuclear Co/Zn cluster 6-connected SBU,trinuclear cluster SBU,"a=25.298(9), b=26.156(10), c=23.552(9) Å, Fdd2",,,not_reported,not_reported,,Friedel–Crafts benzylation,10.1002/chem.201101239,ok,,,,
10.1021/acs.jchemed.1c00583,yes,"Some students used only water as solvent, resulting in unsuccessful MOF-74 synthesis.","a nickel metal-organic framework with metal-oxide rod SBU built by organic linker 2,5-dihydroxyterephthalic acid",NiCo-MOF-74,Students using only water (no EtOH or DMF) led to unsuccessful MOF-74 syntheses. Applied to the NiCo-MOF-74 base as a water-only solvent change: H2O set as main solvent at the base slot amount (5 mL) and secondary solvent removed.,"Failure reported when students used only water as solvent; no MOF-74 formed. Built as water-only solvothermal attempts against each successful EtOH/H2O/DMF recipe (Ni-, Co-, and NiCo-MOF-74).",3,solvent_main;solvent_secondary,Ni(NO3)2·6H2O,,"0.4 mmol, 0.1163 g",0.4,mmol,Co(NO3)2·6H2O,,"0.4 mmol, 0.1164 g",0.4,mmol,,,,,,"2,5-dihydroxyterephthalic acid",DOBDC,"0.8 mmol, 0.1585 g",0.8,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,5.0 mL,5,dimethylformamide,DMF,5 mL,5,80,0.5,100,100 °C,24,24 h,"stainless steel autoclave, 25 mL",static,"H2O, MeOH",several times,100 °C under vacuum for 6 h,100,6,,about 90%,,,metal-oxide rod SBU,polynuclear cluster SBU,,,,not_reported,not_reported,267,OER_catalysis,10.1021/acs.jchemed.1c00583,ok,,,,
10.1021/acs.jchemed.1c00583,yes,"Some students used only water as solvent, resulting in unsuccessful MOF-74 synthesis.","a cobalt metal-organic framework with metal-oxide rod SBU built by organic linker 2,5-dihydroxyterephthalic acid",Co-MOF-74,Water-only solvent instead of EtOH/H2O/DMF; article reports unsuccessful MOF-74 synthesis under such student attempts. Modeled by using H2O as the sole solvent (5 mL = base main-solvent volume) and removing any secondary solvent.,"Failure reported when students used only water as solvent; no MOF-74 formed. Built as water-only solvothermal attempts against each successful EtOH/H2O/DMF recipe (Ni-, Co-, and NiCo-MOF-74).",2,solvent_main;solvent_secondary,Co(NO3)2·6H2O,,"0.8 mmol, 0.2328 g",0.8,mmol,,,,,,,,,,,"2,5-dihydroxyterephthalic acid",DOBDC,"0.8 mmol, 0.1585 g",0.8,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,5.0 mL,5,dimethylformamide,DMF,5 mL,5,160,1,100,100 °C,24,24 h,"stainless steel autoclave, 25 mL",static,"H2O, MeOH",several times,100 °C under vacuum for 6 h,100,6,,about 90%,,,metal-oxide rod SBU,polynuclear cluster SBU,,,,not_reported,not_reported,267,OER_catalysis,10.1021/acs.jchemed.1c00583,ok,,,,
10.1021/acs.jchemed.1c00583,yes,"Some students used only water as solvent, resulting in unsuccessful MOF-74 synthesis.","a nickel metal-organic framework with metal-oxide rod SBU built by organic linker 2,5-dihydroxyterephthalic acid",Ni-MOF-74,Water-only solvent used instead of the EtOH/H2O/DMF (5 mL each) mixture; article states this led to unsuccessful MOF-74 synthesis. Represented by substituting H2O for solvent_main at the base slot amount (5 mL) and removing solvent_secondary (no co-solvent). No crystalline MOF identified.,"Failure reported when students used only water as solvent; no MOF-74 formed. Built as water-only solvothermal attempts against each successful EtOH/H2O/DMF recipe (Ni-, Co-, and NiCo-MOF-74).",1,solvent_main;solvent_secondary,Ni(NO3)2·6H2O,,"0.8 mmol, 0.2326 g",0.8,mmol,,,,,,,,,,,"2,5-dihydroxyterephthalic acid",DOBDC,"0.8 mmol, 0.1585 g",0.8,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,5.0 mL,5,dimethylformamide,DMF,5 mL,5,160,1,100,100 °C,24,24 h,"stainless steel autoclave, 25 mL",static,"H2O, MeOH",several times,100 °C under vacuum for 6 h,100,6,,about 90%,,,metal-oxide rod SBU,polynuclear cluster SBU,,,,not_reported,not_reported,267,OER_catalysis,10.1021/acs.jchemed.1c00583,ok,,,,
10.1021/acs.jchemed.1c00583,yes,"Some students used only water as solvent, resulting in unsuccessful MOF-74 synthesis.","a nickel metal-organic framework with metal-oxide rod SBU built by organic linker 2,5-dihydroxyterephthalic acid",Ni-MOF-74,"Replace the EtOH/H2O/DMF mixture with only water (single-solvent). Evidence: text states “some students directly used water as solvent, thus leading to unsuccessful synthesis of MOF-74 materials.”","The article reports explicit failures when students used only water as solvent, yielding unsuccessful Ni-MOF-74, Co-MOF-74, and NiCo-MOF-74. We convert the EtOH/H2O/DMF mixture to water-only to capture these negative conditions for all three MOFs.",1,solvent_main,Ni(NO3)2·6H2O,,"0.8 mmol, 0.2326 g",0.8,mmol,,,,,,,,,,,"2,5-dihydroxyterephthalic acid",DOBDC,"0.8 mmol, 0.1585 g",0.8,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,15.0 mL,15,water,H2O,5 mL,5,53,1,100,100 °C,24,24 h,"stainless steel autoclave, 25 mL",static,"H2O, MeOH",several times,100 °C under vacuum for 6 h,100,6,,about 90%,,,metal-oxide rod SBU,polynuclear cluster SBU,,,,not_reported,not_reported,267,OER_catalysis,10.1021/acs.jchemed.1c00583,ok,,,,
10.1021/acs.jchemed.1c00583,yes,"Some students used only water as solvent, resulting in unsuccessful MOF-74 synthesis.","a cobalt metal-organic framework with metal-oxide rod SBU built by organic linker 2,5-dihydroxyterephthalic acid",Co-MOF-74,"Replace the EtOH/H2O/DMF mixture with only water (single-solvent). Evidence: text states “some students directly used water as solvent, thus leading to unsuccessful synthesis of MOF-74 materials.”","The article reports explicit failures when students used only water as solvent, yielding unsuccessful Ni-MOF-74, Co-MOF-74, and NiCo-MOF-74. We convert the EtOH/H2O/DMF mixture to water-only to capture these negative conditions for all three MOFs.",2,solvent_main,Co(NO3)2·6H2O,,"0.8 mmol, 0.2328 g",0.8,mmol,,,,,,,,,,,"2,5-dihydroxyterephthalic acid",DOBDC,"0.8 mmol, 0.1585 g",0.8,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,15.0 mL,15,water,H2O,5 mL,5,53,1,100,100 °C,24,24 h,"stainless steel autoclave, 25 mL",static,"H2O, MeOH",several times,100 °C under vacuum for 6 h,100,6,,about 90%,,,metal-oxide rod SBU,polynuclear cluster SBU,,,,not_reported,not_reported,267,OER_catalysis,10.1021/acs.jchemed.1c00583,ok,,,,
